Unnamed: 0,Email Text,Email Type,Cleaned Text
362,"> Dunno about the other tools, but SpamAssassin is a breeze to incorporate
> into a procmail environment.  Lots of people use it in many other ways.  For
> performance reasons, many people run a spamd process and then invoke a small
> C program called spamc which shoots the message over to spamd and passes the
> result back out.  I think spambayes in incremental mode is probably fast
> enough to not require such tricks (though I would consider changing the
> pickle to an anydbm file).
> 
> Basic procmail usage goes something like this:
> 
>     :0fw
>     | spamassassin -P
> 
>     :0
>     * ^X-Spam-Status: Yes
>     $SPAM
> 
> Which just says, ""Run spamassassin -P reinjecting its output into the
> processing stream.  If the resulting mail has a header which begins
> ""X-Spam-Status: Yes"", toss it into the folder indicated by the variable
> $SPAM.
> 
> SpamAssassin also adds other headers as well, which give you more detail
> about how its tests fared.  I'd like to see spambayes operate in at least
> this way: do its thing then return a message to stdout with a modified set
> of headers which further processing downstream can key on.Do you feel capable of writing such a tool?  It doesn't look too hard.--Guido van Rossum (home page: http://www.python.org/~guido/)
",Safe Email,dunno tools spamassassin breeze incorporate procmail environment lots people use many ways performance reasons many people run spamd process invoke small program called spamc shoots message spamd passes result back think spambayes incremental mode probably fast enough require tricks though would consider changing pickle anydbm file basic procmail usage goes something like fw spamassassin xspamstatus yes spam says run spamassassin reinjecting output processing stream resulting mail header begins xspamstatus yes toss folder indicated variable spam spamassassin also adds headers well give detail tests fared id like see spambayes operate least way thing return message stdout modified set headers processing downstream key ondo feel capable writing tool doesnt look hardguido van rossum home page httpwwwpythonorgguido
363,"capital book to further the process of reaching the stated objectives of increasing enron america ' s velocity of capital and associated return on invested capital , we have decided to create a capital book . the capital book will have no profit target associated with it and will be managed by joe deffner . the purpose of creating this book is to ensure that all transactions within enron americas , with any form of capital requirement , are structured correctly and are allocated the appropriate cost of capital charge . the previous numbers used in the business plans at the beginning of this year will remain for all transactions in place and where we hold assets . therefore , on any assets currently held within each business area , the capital charge will remain at 15 % . internal ownership of these assets will be maintained by the originating business unit subject to the internal ownership policy outlined below . the cost of capital associated with all transactions in enron americas will be set by joe . this process is separate and apart from the current rac process for transactions which will continue unchanged . capital investments on balance sheet will continue to accrue a capital charge at the previously established rate of 15 % . transactions which are structured off credit will receive a pure market pass through of the actually incurred cost of capital as opposed to the previous 15 % across the board charge . transactions which are structured off balance sheet , but on credit will be priced based upon the financial impact on enron america ' s overall credit capacity . on transactions that deploy capital through the trading books , the capital book will take a finance reserve on each transaction , similar to the way the credit group takes a credit reserve . this finance reserve will be used specifically to fund the capital required for the transaction . as noted above , the capital book will have no budget and will essentially charge out to the origination and trading groups at actual cost . by sending market - based capital pricing signals internally , enron america ' s sources of capital and liquidity should be better optimized across the organization . questions regarding the capital book can be addressed to : joe deffner 853 - 7117 alan quaintance 345 - 7731",Safe Email,capital book process reaching stated objectives increasing enron america velocity capital associated return invested capital decided create capital book capital book profit target associated managed joe deffner purpose creating book ensure transactions within enron americas form capital requirement structured correctly allocated appropriate cost capital charge previous numbers used business plans beginning year remain transactions place hold assets therefore assets currently held within business area capital charge remain internal ownership assets maintained originating business unit subject internal ownership policy outlined cost capital associated transactions enron americas set joe process separate apart current rac process transactions continue unchanged capital investments balance sheet continue accrue capital charge previously established rate transactions structured credit receive pure market pass actually incurred cost capital opposed previous across board charge transactions structured balance sheet credit priced based upon financial impact enron america overall credit capacity transactions deploy capital trading books capital book take finance reserve transaction similar way credit group takes credit reserve finance reserve used specifically fund capital required transaction noted capital book budget essentially charge origination trading groups actual cost sending market based capital pricing signals internally enron america sources capital liquidity better optimized across organization questions regarding capital book addressed joe deffner alan quaintance
364,"URL: http://www.newsisfree.com/click/-1,8622116,215/
Date: 2002-10-07T03:53:00+01:00Iain Duncan Smith will this week gamble his political future on a return to the 
Thatcher revolution of the 80s.
",Safe Email,url httpwwwnewsisfreecomclick date tiain duncan smith week gamble political future return thatcher revolution
365,"localized software , all languages available . hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) . ail listed software is avaiiabie for immediate downioad ! no need to wait 2 - 3 week for cd deiivery ! just few exampies : - norton lnternet security pro 2005 - $ 29 . 95 - windows xp professionai with sp 2 full version - $ 59 . 95 - corel draw graphics suite 12 - $ 49 . 95 - dreamweaver mx 2004 ( homesite 5 . 5 including ) - $ 39 . 95 - macromedia studio mx 2004 - $ 119 . 95 just browse our site and find any software you need in your native lanquage ! best regards , mickey",Phishing Email,localized software languages available hello would like offer localized software versions german french spanish uk many others ail listed software avaiiabie immediate downioad need wait week cd deiivery exampies norton lnternet security pro windows xp professionai sp full version corel draw graphics suite dreamweaver mx homesite including macromedia studio mx browse site find software need native lanquage best regards mickey
366,"administración , organización y control de un departamento de compras hubuo quality training de m?xico presenta : prximo 20 y 21 de enero ! en monterrey ! ! ! administraci?n , organizaci?n y control de un departamento de compras la falta de organizaci?n y control en el departamento de compras pueden llevar a las ?reas interrelacionadas como almac?n , inventarios , producci?n , y hasta la empresa en general - al caos administrativo y operativo - muchos ejecutivos operan en forma emp?rica o por cuenta propia , sin considerar los factores necesarios para determinar una estructura ?ptima , basada en normas y procedimientos que les permitan administrarse y operar en forma efectiva y confiable . este seminario le ofrece lo que usted necesita conocer para poner en marcha la modernizaci?n de su departamento , incluyendo : c?mo organizar y establecer la estructura de un departamento de compras c?mo dise?ar los objetivos y planes estrat?gicos de compras las normas ?ticas de compras en la negociaci?n c?mo elaborar el manual de pol?ticas , procedimientos y controles de compras c?mo desarrollar y mantener un departamento de compras competitivo no se lo puede perder ! solicite informacin completa de click abajo ! monterrey : 20 y 21 de enero de 2005 sede : hotel crowne plaza de click aqu . . . ! informacin completa informes al tel : ( 81 ) 81 23 25 17 con 10 lneas lada sin costo : 01 800 90 10000 e - mail : monterrey @ italiam . com si no desea recibir ms informacin de nuestros exclusivos programas de capacitacin de click aqu p?gina web : www . italiam . comquality training de m?xico © derechos reservados",Phishing Email,administracin organizacin control de un departamento de compras hubuo quality training de mxico presenta prximo de enero en monterrey administracin organizacin control de un departamento de compras la falta de organizacin control en el departamento de compras pueden llevar las reas interrelacionadas como almacn inventarios produccin hasta la empresa en general al caos administrativo operativo muchos ejecutivos operan en forma emprica por cuenta propia sin considerar los factores necesarios para determinar una estructura ptima basada en normas procedimientos que les permitan administrarse operar en forma efectiva confiable este seminario le ofrece lo que usted necesita conocer para poner en marcha la modernizacin de su departamento incluyendo cmo organizar establecer la estructura de un departamento de compras cmo disear los objetivos planes estratgicos de compras las normas ticas de compras en la negociacin cmo elaborar el manual de polticas procedimientos controles de compras cmo desarrollar mantener un departamento de compras competitivo se lo puede perder solicite informacin completa de click abajo monterrey de enero de sede hotel crowne plaza de click aqu informacin completa informes al tel con lneas lada sin costo mail monterrey italiam com si desea recibir ms informacin de nuestros exclusivos programas de capacitacin de click aqu pgina web www italiam comquality training de mxico derechos reservados
367,"sum : sign-singing a few weeks ago i posted the following query : ) here in taiwan there is a tv program in which people compete ) to see who is the best singer . there are different categories ) for different types of songs / languages , etc . , and one category ) is for "" sign singing "" . a tape of a song is played , and a signer ) signs along with the words of the song ( all those i ' ve seen ) compete were not deaf ) . i was wondering if this is common in ) other countries , and if so , what the criteria are for judging ) who is "" the best "" , and also if it is done at all by people ) who are deaf . thanks . i received a number of interesting responses : ) from jane edwards ( edwards @ cogsci . berkeley . edu ) : ) thought not pertaining to contests or even singing , for that matter , ) i saw something on pbs a couple months back which i wanted to mention . ) they showed a "" music appreciation "" class taught to totally deaf high school ) kids , in which they each were wearing pad on the back , which converts the ) acoustic output into pressure stimulation . the students were dancing to ) the music , and commenting on different types of music . they were n't ) singing / signing to it , but perhaps they could ? ) from jakob dempsey ( jakob @ u . washington . edu ) : ) one of the largest , most popular choruses in seattle regularly ) has a sign-language "" interpreter "" on stage during performances ; the ) particular one who has been doing it for a long time is not deaf ; he seems ) to also appeal a lot to the general audience with his expressive , exaggerated ) style . ) from midori yonezawa ( yonezawa @ student . msu . edu ) : ) i believe that there is a sign singing contest because music can be shared ) by everybody and it is natural to want to show different expressions each ) other . ) i learned japanese sign language in japan ( a little bit ) , and sometimes i ) practiced sign singing , too . i went to concerts where the singers were ) all professional "" shanson "" singers ( "" shanson "" is french loan into japanese ) . ) they have a concert every year for those who are handicapped , not only ) for deaf people . some singers sang with sign language at the same time as ) they sang vocally , and when the singers did n't do so there was an interpreter ) of sign language on the stage . i noticed and surprised that the ways of ) expressing by sing language are very different from each other and from ) occasions , e . g . fast / slow , soft / pressing , emotional / calm , etc , etc . . ) i also remember a tv program ( on nhk ) about equipment to help those who have ) difficulty in hearing . a technical group developed the equipment so that ) they can hear music . ) from peggy swartzel lott ( pslott @ utxvms . cc . utexas . edu ) : ) when i was a sign language interpreter and interpreter coordinator in ) san diego , california , there was quite a to-do a few years back over ) the issue of song sign . i first remember encountering song sign in ) the early to mid 70 's when a few groups of deaf performers ( i . e . ) musign ) toured the country performing popular songs in sign along ) with recorded sound tracks . later a pair of excellent performers , ) sharon neumann solow and gary sanderson , both individuals who were ) raised with deaf parents and fluent in asl , toured and performed ) songs in sign . ) ) the controversy in san diego centered on a local "" annual song sign ) competition "" hosted by the area 's rid branch , sanscrid . the ) competition was open to the public and was established both for ) a general "" deaf awareness "" activity and to raise funds for various ) purposes . prizes were given out for best individual song , best ) group , etc . the performance of the competition was quite popular ) and seemed to be growing in attendance and participation each year . ) ) a group of deaf people contested the competition on various grounds . ) the points i remember best about their objection ( because i ) personally found these issues most compelling ) were that the ) actual performances were offensive to some native signers because ) of the way putting sign to music distorted the linguistic and ) aesthetic dynamics of asl . that is , in order to make a signed ) narrative conform to the lyrics of a song , to translate it ) simultaneously with the recorded music , many grammatical patterns ) in normal signing had to be altered . often the performance bore ) little resemblance to normal signing . ) ) there was great debate for a while in the community over this issue . ) certain deaf people and many hearing interpreters and sign ) students defended the practice of song sign . some insisted that ) they be allowed to exercise their own artistic talents in playing ) with signing in this way . others felt that song sign provided an ) important bridge that enabled many uninformed hearing people to ) become aware of and appreciate the beauty of signing . the ) community was divided over the issue and eventuall y the whole ) thing was dropped . in the meantime , however , certain concerns ) of deaf people were brought to the surface and continued to be a ) source of discussion : issues about who has the right to make poetic ) use of signing and what sorts of alterations in signing style are ) acceptable to native users and which are not . i found the whole ) debate quite interesting and was genuinely convinced by the ) argument of the deaf people who were opposed to the practice . ) from richard arnold ( richard . arnold @ vuw . ac . nz ) : ) here in new zealand we have an annual new zealand sign langauge story - telling ) competition . mostly the competitors are deaf , but some codas also partipate as ) well . i have yet to see any hearing compete , however i know of some deaf for ) whom nz sign language is a second language learnt later in their adult life ) also participate . ) ) the winners are usually those who are quite fluent in nzsl . the criteria for ) judging is ( to my understanding ) as follows : ) ) - is the signing clear to the audience ? ) - does the signer get the audiences attention ? ) - is the story well structured ? ) - is the story within the time limits set ( usually 3 minutes ) ? ) - does the signer keep to the rules ? ) this usually consists of - no dirty jokes . ) - no overzealous religious contexts . ) ) the competitior must give a title to his / her story and state its type , ( ie true ) story , joke story , sad story , not true story etc . . . ) ) ) if the story exceeds the time limit a point is deducted . however the signer is ) not interrupted if he / she exceeds the limit but is allowed to complete the ) story ( unless it really is too long ! ! ! ) . ) ) sometimes , at the end the winner ( if he / she is popular with the audience is ) asked to repeat it or give another story ) . ) ) . . . sign-singing is not too common among the deaf community far as i am ) aware . it is mostly done in religious situations . i think it is n't a strong ) component of deaf culture . however story-telling is a strong part of deaf ) culture and especially of making jokes and light-hearted teasing . anyway thats ) my deaf experience here in new zealand . ) from karina bingham ( karina @ uhunix . uhcc . hawaii . edu ) : ) there is an african - american a cappella group called "" sweet honey in the ) rock "" who have a full-time signer in the group . she performs with them and ) signs her interpretations of the songs . they recently published a book ) for their 25th anniversary : ) ) reagon , bernice johnson . the long journey home . 1994 . ) ) in which the signer discusses her experiences in the deaf community and ) a deaf church ( where the congregation sang in sign ) . her parents were both ) deaf ; she is not . ) from marina mcintire ( mmcintir @ lynx . dac . neu . edu ) : ) you have inadvertently touched upon a very tender issue in the deaf ) community here in the us . first , let me say that only in the us have i ) seen this phenomenon . brits ( both deaf and hearing who work with them ) ) are confounded and amused by it . in the us , it used to be quite the ) thing to translate songs and develop routines to go with them , produce ) recitals and concerts , and the like . it arose , most likely , out of a ) strong church-related tradition of "" helpers "" for deaf people . ) ) in the last ten to fifteen years , however , deaf people have begun their ) own liberation . song - signing has been a casualty , by and large . it is ) viewed as representing one aspect of a pathological or clinical view of ) deafness , i . e . , that the worst "" loss "" resulting from deafness is music . ) this is , of course , far from the truth . and for culturally deaf people , ) music is a peculiarity belonging to the mainstream hearing world and of ) no consequence in their lives whatsoever . so * that * motive ( helping ) d / deaf people appreciate what they ' re missing ) is not acceptable . ) ) another complaint is that , by and large , translations are more ) influenced by the rhythm of the music than by any sense it might make in ) asl , presenting d / deaf audiences with nonsensical or distorted versions ) of signs and signed syntax . this arises partly , of course , out of the ) difficulty of translating any poetry into any language . ) ) worst of all , and perhaps most puzzling to d / deaf people , is the ) insistence of most song-signers on including things like "" tra la la "" or ) humming . there is * nothing * that could make less sense to a d / deaf ) audience ! ) ) i will say that i have seen some wonderful song-sign translations done , ) including some with rather elegant dance routines . sometimes these have ) been done by d / deaf people and sometimes by hearing folks . by and large , ) however , this practice is no longer an acceptable pasttime in our ) community . exceptions are made , ironically , for interpreters who work in ) theater . musical productions , because of their general inclusion of ) dance ( a more interesting visual event ) and costume / props / etc . . . are ) quite popular and well-attended ( comparatively speaking ) by d / deaf ) theatre-goers . many thanks to all those who replied . randy lapolla institute of history and philology academia sinica",Safe Email,sum signsinging weeks ago posted following query taiwan tv program people compete see best singer different categories different types songs languages etc one category sign singing tape song played signer signs along words song seen compete deaf wondering common countries criteria judging best also done people deaf thanks received number interesting responses jane edwards edwards cogsci berkeley edu thought pertaining contests even singing matter saw something pbs couple months back wanted mention showed music appreciation class taught totally deaf high school kids wearing pad back converts acoustic output pressure stimulation students dancing music commenting different types music nt singing signing perhaps could jakob dempsey jakob washington edu one largest popular choruses seattle regularly signlanguage interpreter stage performances particular one long time deaf seems also appeal lot general audience expressive exaggerated style midori yonezawa yonezawa student msu edu believe sign singing contest music shared everybody natural want show different expressions learned japanese sign language japan little bit sometimes practiced sign singing went concerts singers professional shanson singers shanson french loan japanese concert every year handicapped deaf people singers sang sign language time sang vocally singers nt interpreter sign language stage noticed surprised ways expressing sing language different occasions fast slow soft pressing emotional calm etc etc also remember tv program nhk equipment help difficulty hearing technical group developed equipment hear music peggy swartzel lott pslott utxvms cc utexas edu sign language interpreter interpreter coordinator san diego california quite todo years back issue song sign first remember encountering song sign early mid groups deaf performers musign toured country performing popular songs sign along recorded sound tracks later pair excellent performers sharon neumann solow gary sanderson individuals raised deaf parents fluent asl toured performed songs sign controversy san diego centered local annual song sign competition hosted area rid branch sanscrid competition open public established general deaf awareness activity raise funds various purposes prizes given best individual song best group etc performance competition quite popular seemed growing attendance participation year group deaf people contested competition various grounds points remember best objection personally found issues compelling actual performances offensive native signers way putting sign music distorted linguistic aesthetic dynamics asl order make signed narrative conform lyrics song translate simultaneously recorded music many grammatical patterns normal signing altered often performance bore little resemblance normal signing great debate community issue certain deaf people many hearing interpreters sign students defended practice song sign insisted allowed exercise artistic talents playing signing way others felt song sign provided important bridge enabled many uninformed hearing people become aware appreciate beauty signing community divided issue eventuall whole thing dropped meantime however certain concerns deaf people brought surface continued source discussion issues right make poetic use signing sorts alterations signing style acceptable native users found whole debate quite interesting genuinely convinced argument deaf people opposed practice richard arnold richard arnold vuw ac nz new zealand annual new zealand sign langauge story telling competition mostly competitors deaf codas also partipate well yet see hearing compete however know deaf nz sign language second language learnt later adult life also participate winners usually quite fluent nzsl criteria judging understanding follows signing clear audience signer get audiences attention story well structured story within time limits set usually minutes signer keep rules usually consists dirty jokes overzealous religious contexts competitior must give title story state type ie true story joke story sad story true story etc story exceeds time limit point deducted however signer interrupted exceeds limit allowed complete story unless really long sometimes end winner popular audience asked repeat give another story signsinging common among deaf community far aware mostly done religious situations think nt strong component deaf culture however storytelling strong part deaf culture especially making jokes lighthearted teasing anyway thats deaf experience new zealand karina bingham karina uhunix uhcc hawaii edu african american cappella group called sweet honey rock fulltime signer group performs signs interpretations songs recently published book th anniversary reagon bernice johnson long journey home signer discusses experiences deaf community deaf church congregation sang sign parents deaf marina mcintire mmcintir lynx dac neu edu inadvertently touched upon tender issue deaf community us first let say us seen phenomenon brits deaf hearing work confounded amused us used quite thing translate songs develop routines go produce recitals concerts like arose likely strong churchrelated tradition helpers deaf people last ten fifteen years however deaf people begun liberation song signing casualty large viewed representing one aspect pathological clinical view deafness worst loss resulting deafness music course far truth culturally deaf people music peculiarity belonging mainstream hearing world consequence lives whatsoever motive helping deaf people appreciate missing acceptable another complaint large translations influenced rhythm music sense might make asl presenting deaf audiences nonsensical distorted versions signs signed syntax arises partly course difficulty translating poetry language worst perhaps puzzling deaf people insistence songsigners including things like tra la la humming nothing could make less sense deaf audience say seen wonderful songsign translations done including rather elegant dance routines sometimes done deaf people sometimes hearing folks large however practice longer acceptable pasttime community exceptions made ironically interpreters work theater musical productions general inclusion dance interesting visual event costume props etc quite popular wellattended comparatively speaking deaf theatregoers many thanks replied randy lapolla institute history philology academia sinica
368,"teach and grow rich do you want to teach and grow rich ? if you are a motivated and qualified communicator , i will personally train you to do 3 20 minutes presentations per day to qualify prospects that i can provide to you . we will demonstrate to you that you can make $ 400 a day part time using this system . or , if you have 20 hours per week , as in my case , you can make in excess of $ 10 , 000 per week , as i am currently generating ( verifiable , by the way ) . plus i will introduce you to my mentor who makes well in excess of $ 1 , 000 , 000 annually . many are called , few are chosen . this opportunity will be limited to one qualified individual per state . make the call and call the 24 hour pre - recorded message number below . we will take as much or as little time as you need to see if this program is right for you . * * * 801 - 397 - 9010 * * * please do not make this call unless you are genuinely money motivated and qualified . i need people who already have people skills in place and have either made large amounts of money in the past or are ready to generate large amounts of money in the future . looking forward to your call . * * * 801 - 397 - 9010 * * * * to be taken out of this database : secco 44 @ poetic . com 9059 dmelo - 270 bmbll 5",Phishing Email,teach grow rich want teach grow rich motivated qualified communicator personally train minutes presentations per day qualify prospects provide demonstrate make day part time using system hours per week case make excess per week currently generating verifiable way plus introduce mentor makes well excess annually many called chosen opportunity limited one qualified individual per state make call call hour pre recorded message number take much little time need see program right please make call unless genuinely money motivated qualified need people already people skills place either made large amounts money past ready generate large amounts money future looking forward call taken database secco poetic com dmelo bmbll
369,"new invoice for energy and weather vince , ? please find attached a replacement invoice for invoice number 215 . ? this invoice includes the correction in charges for the weather course , and for only one attendee for the energy derivatives course . ? if you should have any questions , please contact me . ? sincerely , julie - enron 283 _ 9 _ 04 _ 01 . doc",Safe Email,new invoice energy weather vince please find attached replacement invoice invoice number invoice includes correction charges weather course one attendee energy derivatives course questions please contact sincerely julie enron doc
370,"Not fortean, but a moment in time all the same...http://news.bbc.co.uk/1/hi/entertainment/film/2220972.stm
Betamax video recorders are finally being phased out almost 20 years after
losing the battle for dominance of the home video market to VHS. 
Betamax's manufacturer, Sony, has announced that it will make only 2,000
more machines for the Japanese market. They have not been on sale in the rest of the world since 1998.  
VHS became the dominant format by the mid-1980s
 
Betamax was launched in 1975, and won many fans who said it was better
quality than its VHS rival. Some 2.3 million Betamax machines were sold worldwide in its peak year,
1984, but it soon went downhill as VHS became the format of choice for the
film rental industry and in homes. Just 2,800 machines were sold in the 12 months to March 2002. ""With digital machines and other new recording formats taking hold in the
market, demand has continued to decline and it has become difficult to
secure parts,"" Sony said in a statement. Sony said it would continue to offer repairs and manufacture tapes for the
format. The professional Betamax format, Betacam, is still widely used in the
television and film industries and will be unaffected. But the recent rise of DVDs seems to have put the final nail in the coffin
for Betamax home players. In the 1980s, many video rental chains preferred the VHS format. Betamax lovers became so passionate about the format in the face of
competition from VHS that they set up the Betaphile Club in 1988. The picture and sound quality of Beta was superior to VHS, Betaphiles say,
although VHS tapes had a longer duration. A total of 18 million Betamax machines were sold around the world, but no
new ones will be made after the end of 2002. Sony is now planning to focus its efforts on new digital technologies. 
  See also:
 
------------------------ Yahoo! Groups Sponsor ---------------------~-->
Kwick Pick Portable Lock Pick - Opens Almost Any Lock!
Locked out? Try the Kwick Pick. For $17.95, you can open car doors,
desk drawers, padlocks, and much more! Never get locked out again!
http://us.click.yahoo.com/O2sPyA/p6kEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",Safe Email,fortean moment time samehttpnewsbbccoukhientertainmentfilmstm betamax video recorders finally phased almost years losing battle dominance home video market vhs betamaxs manufacturer sony announced make machines japanese market sale rest world since vhs became dominant format mids betamax launched many fans said better quality vhs rival million betamax machines sold worldwide peak year soon went downhill vhs became format choice film rental industry homes machines sold months march digital machines new recording formats taking hold market demand continued decline become difficult secure parts sony said statement sony said would continue offer repairs manufacture tapes format professional betamax format betacam still widely used television film industries unaffected recent rise dvds seems put final nail coffin betamax home players many video rental chains preferred vhs format betamax lovers became passionate format face competition vhs set betaphile club picture sound quality beta superior vhs betaphiles say although vhs tapes longer duration total million betamax machines sold around world new ones made end sony planning focus efforts new digital technologies see also yahoo groups sponsor kwick pick portable lock pick opens almost lock locked try kwick pick open car doors desk drawers padlocks much never get locked httpusclickyahoocomospyapkeaamvfiaagsolbtm unsubscribe group send email forteanaunsubscribeegroupscom use yahoo groups subject httpdocsyahoocominfoterms
371,"invoice update wed , 06 jul 2005 . subject : invoice update wed , 06 jul 2005 . thank you for using our online store and for your previous order . we have updated our online software store . ! now we have more latest version of programs . our full catalog with 2100 freshest software titles available for instant download at web - site http : / / chinatown . tabloidez . com / we hope that you will tell others about your positive experience with us . with best wishes , managing director . ! ceo saundra robles latest news : bonné : ten foods that make america great http : / / www . msnbc . msn . com / id / 4515000 / how high will summer gas prices go ? http : / / www . msnbc . msn . com / id / 8420009 / square feet : a mall in decline eyes fish - market space http : / / www . msnbc . msn . com / id / 8447307 / the week in video : moose enters emergency room http : / / www . msnbc . msn . com / id / 7736649 /",Phishing Email,invoice update wed jul subject invoice update wed jul thank using online store previous order updated online software store latest version programs full catalog freshest software titles available instant download web site http chinatown tabloidez com hope tell others positive experience us best wishes managing director ceo saundra robles latest news bonn ten foods make america great http www msnbc msn com id high summer gas prices go http www msnbc msn com id square feet mall decline eyes fish market space http www msnbc msn com id week video moose enters emergency room http www msnbc msn com id
